"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Male","Loyal Customer",43,"Business travel","Business",3802,"3","3","3","3","4","4","4","5","5","5","5","5","5","4",0,0,"satisfied"
"Female","Loyal Customer",41,"Business travel","Eco",323,"5","2","2","2","5","5","5","5","5","4","4","4","5","5",0,0,"satisfied"
"Female","disloyal Customer",25,"Business travel","Eco",1358,"2","2","2","3","1","2","1","1","1","2","3","5","2","1",3,15,"neutral or dissatisfied"
"Male","Loyal Customer",20,"Business travel","Business",542,"4","4","2","4","5","5","5","5","3","3","3","3","1","5",0,0,"satisfied"
"Male","Loyal Customer",40,"Business travel","Business",2834,"1","3","3","3","1","1","1","3","4","3","2","1","4","1",334,318,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business travel","Business",1208,"2","2","2","2","4","3","3","5","5","5","5","3","5","2",0,0,"satisfied"
"Male","Loyal Customer",51,"Business travel","Business",3013,"2","2","5","2","4","5","4","5","5","5","5","3","5","3",96,88,"satisfied"
"Female","Loyal Customer",54,"Business travel","Business",2770,"2","2","2","2","4","4","4","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","disloyal Customer",40,"Business travel","Business",236,"5","5","5","2","4","5","4","4","4","4","4","5","5","4",0,5,"satisfied"
"Male","disloyal Customer",27,"Business travel","Eco",247,"4","0","4","1","2","4","2","2","3","1","3","5","1","2",1,2,"neutral or dissatisfied"
"Male","disloyal Customer",38,"Business travel","Eco",792,"1","1","1","4","5","1","5","5","4","5","3","2","4","5",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business travel","Business",728,"3","5","3","5","2","3","2","2","5","2","5","4","5","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",19,"Business travel","Eco",991,"2","2","2","3","2","2","2","2","4","3","3","4","3","2",0,25,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business travel","Eco",258,"2","1","1","1","2","2","2","2","1","5","2","5","4","2",0,0,"satisfied"
"Female","disloyal Customer",50,"Business travel","Business",523,"5","5","5","2","2","5","2","2","5","4","5","4","5","2",0,13,"satisfied"
"Male","Loyal Customer",48,"Business travel","Eco",503,"2","2","3","2","2","2","2","2","2","5","3","4","3","2",12,8,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Personal Travel","Eco",463,"3","4","3","4","3","4","3","1","1","3","1","1","1","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",69,"Business travel","Eco",2342,"1","1","1","1","1","3","4","1","1","1","1","1","1","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Business travel","Business",3868,"5","5","5","5","4","4","4","4","3","2","4","3","4","4",0,0,"satisfied"
"Female","Loyal Customer",68,"Personal Travel","Eco",473,"5","3","1","5","1","2","5","2","2","1","2","2","2","1",2,22,"satisfied"
"Female","Loyal Customer",50,"Business travel","Eco",986,"4","2","1","1","5","4","2","4","4","4","4","5","4","2",0,0,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",612,"3","2","2","3","4","2","4","4","4","3","3","4","4","4",0,21,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Business",2545,"0","0","0","1","2","5","5","4","4","4","5","3","4","4",5,4,"satisfied"
"Female","Loyal Customer",52,"Business travel","Business",2686,"1","1","5","1","2","5","5","4","4","4","4","3","4","4",0,0,"satisfied"
"Male","Loyal Customer",38,"Business travel","Business",834,"1","1","1","1","1","1","2","5","5","5","5","3","5","1",0,6,"satisfied"
"Male","disloyal Customer",34,"Business travel","Eco",725,"2","1","1","2","3","1","1","3","3","1","2","1","3","3",21,21,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business travel","Business",3005,"2","2","2","2","3","5","5","5","5","5","5","3","5","3",0,17,"satisfied"
"Male","Loyal Customer",29,"Personal Travel","Eco",455,"3","1","5","3","2","5","2","2","2","1","4","1","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",27,"Business travel","Business",2075,"1","4","4","4","1","1","1","1","2","3","3","3","3","1",0,16,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business travel","Eco",965,"3","4","5","5","3","3","3","3","1","3","4","4","4","3",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",190,"1","1","1","1","2","1","1","5","5","5","4","1","5","4",0,0,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",373,"4","4","4","4","3","3","5","4","4","4","4","5","4","1",0,0,"satisfied"
"Male","disloyal Customer",43,"Business travel","Business",1009,"1","2","2","3","5","1","5","5","3","2","4","3","4","5",0,2,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Business",899,"1","4","4","4","5","3","2","1","1","1","1","3","1","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Personal Travel","Eco",687,"4","4","4","4","2","4","2","2","3","3","5","5","5","2",22,12,"neutral or dissatisfied"
"Male","disloyal Customer",35,"Business travel","Eco",919,"2","2","2","5","5","2","5","5","2","1","2","5","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Business travel","Business",2451,"5","5","5","5","4","4","4","4","3","2","5","5","1","4",0,0,"satisfied"
"Female","Loyal Customer",38,"Personal Travel","Eco",1587,"3","5","3","2","5","3","3","5","4","2","5","5","4","5",38,34,"neutral or dissatisfied"
"Male","Loyal Customer",69,"Business travel","Business",3766,"4","1","1","1","1","3","3","4","4","4","4","3","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Business",3274,"2","2","1","2","4","5","4","5","5","5","5","4","5","3",0,0,"satisfied"
"Female","Loyal Customer",45,"Business travel","Eco Plus",1416,"2","4","4","4","5","4","3","2","2","2","2","2","2","3",4,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Business",3281,"2","5","5","5","2","2","2","1","5","3","3","2","1","2",131,118,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",3182,"2","2","2","2","3","4","5","4","4","4","4","5","4","3",0,0,"satisfied"
"Male","disloyal Customer",34,"Business travel","Eco",488,"3","3","3","3","3","3","3","3","1","1","3","1","3","3",17,6,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Personal Travel","Eco",2565,"2","3","2","3","5","2","5","5","4","2","3","2","4","5",1,0,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Business travel","Business",964,"5","5","3","5","4","4","4","4","4","4","3","2","4","4",8,1,"satisfied"
"Male","Loyal Customer",50,"Business travel","Business",1250,"4","4","4","4","5","3","4","4","4","4","4","3","4","1",0,48,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business travel","Eco",503,"2","2","2","2","1","3","3","2","2","2","2","2","2","2",21,23,"neutral or dissatisfied"
"Female","disloyal Customer",35,"Business travel","Business",1055,"3","3","3","2","4","3","4","4","4","2","5","5","4","4",18,33,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco",809,"3","3","3","3","4","3","5","4","3","2","3","4","2","4",21,6,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",2783,"0","0","0","5","5","4","4","3","3","3","3","3","3","3",0,0,"satisfied"
"Male","Loyal Customer",50,"Business travel","Business",1195,"3","5","5","5","2","2","2","3","3","3","3","3","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Personal Travel","Business",925,"1","3","1","3","1","2","2","3","5","2","2","2","4","2",306,299,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",1816,"1","1","1","1","2","2","2","2","4","4","5","3","4","2",0,0,"satisfied"
"Male","Loyal Customer",24,"Personal Travel","Eco",2075,"3","3","3","1","4","3","4","4","5","4","1","3","4","4",0,2,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Personal Travel","Eco",1400,"2","4","2","5","3","5","5","2","2","2","2","5","2","4",0,7,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Business travel","Eco",859,"1","5","5","5","1","1","2","1","1","1","3","2","3","1",5,11,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business travel","Business",1303,"3","3","2","3","2","4","5","4","4","4","4","4","4","5",0,0,"satisfied"
"Male","Loyal Customer",58,"Business travel","Business",2265,"3","5","3","3","4","1","1","3","3","3","3","4","3","3",0,0,"satisfied"
"Male","disloyal Customer",25,"Business travel","Business",436,"2","4","3","3","5","3","5","5","5","2","5","5","4","5",6,19,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",3926,"3","3","2","3","4","5","5","4","4","4","4","4","4","3",0,0,"satisfied"
"Male","disloyal Customer",9,"Business travel","Eco",843,"4","4","4","4","2","4","2","2","1","1","4","3","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business travel","Business",150,"1","1","1","1","5","5","5","4","4","4","4","2","4","3",0,0,"satisfied"
"Male","Loyal Customer",49,"Business travel","Business",2433,"2","2","2","2","5","4","5","4","4","4","4","4","4","3",0,0,"satisfied"
"Male","Loyal Customer",48,"Business travel","Business",1747,"3","3","3","3","2","3","5","4","4","5","4","4","4","5",0,1,"satisfied"
"Female","Loyal Customer",36,"Personal Travel","Eco",1522,"3","1","3","3","5","3","5","5","2","4","3","3","4","5",44,36,"neutral or dissatisfied"
"Male","disloyal Customer",48,"Business travel","Business",247,"1","1","1","2","4","1","4","4","5","5","4","3","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business travel","Business",588,"5","5","5","5","4","5","5","4","4","5","4","5","4","4",23,14,"satisfied"
"Male","Loyal Customer",24,"Business travel","Eco Plus",1448,"3","2","2","2","3","3","3","3","4","5","4","2","3","3",0,8,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Personal Travel","Eco",328,"3","3","3","3","5","3","5","5","1","1","4","2","2","5",13,10,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business travel","Business",2036,"2","2","2","2","2","4","5","5","5","5","5","4","5","4",0,0,"satisfied"
"Female","disloyal Customer",37,"Business travel","Eco Plus",220,"3","3","3","4","3","3","3","3","2","3","3","4","3","3",0,1,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",3080,"1","5","1","1","4","5","5","5","5","5","5","3","5","5",1,0,"satisfied"
"Male","Loyal Customer",44,"Business travel","Eco Plus",1620,"3","1","1","1","3","3","3","3","1","5","3","4","3","3",19,64,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",666,"1","1","4","1","4","4","4","2","2","2","2","4","2","5",11,0,"satisfied"
"Male","Loyal Customer",57,"Business travel","Eco",86,"1","2","2","2","1","1","1","1","1","2","3","2","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Business",1205,"4","4","4","4","3","5","4","4","4","4","4","4","4","3",0,0,"satisfied"
"Male","disloyal Customer",22,"Business travel","Eco",1069,"3","3","3","4","3","3","3","3","5","5","1","3","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",3143,"1","1","1","1","2","5","5","4","4","4","4","3","4","5",19,20,"satisfied"
"Female","disloyal Customer",40,"Business travel","Business",354,"4","3","3","1","4","3","4","4","3","5","3","3","5","4",0,0,"satisfied"
"Male","disloyal Customer",35,"Business travel","Eco",546,"2","2","2","3","1","2","1","1","1","1","3","1","3","1",4,7,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Personal Travel","Eco",405,"4","3","4","1","1","4","1","1","5","4","1","1","4","1",0,0,"satisfied"
"Female","Loyal Customer",38,"Business travel","Business",649,"2","2","2","2","3","5","5","3","3","3","3","3","3","4",0,17,"satisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco Plus",250,"3","4","3","4","4","4","4","5","5","3","5","3","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",22,"Personal Travel","Eco",621,"4","5","4","5","2","4","2","2","5","3","4","4","5","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business travel","Business",689,"5","5","5","5","4","4","4","4","3","5","5","3","4","4",17,13,"satisfied"
"Male","Loyal Customer",47,"Business travel","Business",404,"5","5","5","5","3","5","5","5","5","5","5","4","5","3",21,19,"satisfied"
"Male","Loyal Customer",13,"Personal Travel","Eco",333,"3","5","3","3","3","3","3","3","3","2","5","4","4","3",8,21,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Business travel","Business",3029,"5","5","3","5","4","4","4","4","1","2","5","5","1","4",0,0,"satisfied"
"Female","disloyal Customer",26,"Business travel","Eco",846,"3","4","4","3","2","4","2","2","2","4","4","2","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Personal Travel","Eco",602,"2","5","2","1","2","2","2","2","4","2","4","5","4","2",56,71,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Personal Travel","Eco",1709,"3","3","3","4","4","3","4","4","5","3","1","1","4","4",24,33,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Business travel","Eco",188,"5","1","4","1","5","5","5","5","2","5","1","2","3","5",0,12,"satisfied"
"Female","disloyal Customer",33,"Business travel","Eco Plus",152,"3","3","3","3","3","3","3","3","2","1","3","4","3","3",98,84,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Business",214,"3","3","3","3","2","5","4","4","4","4","4","4","4","4",0,1,"satisfied"
"Male","Loyal Customer",44,"Personal Travel","Eco",725,"1","5","1","3","4","1","4","4","1","3","2","4","3","4",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Personal Travel","Eco",86,"2","2","2","3","5","3","4","2","2","2","2","3","2","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Personal Travel","Business",1005,"3","4","3","5","5","5","4","1","1","3","1","3","1","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Business travel","Business",641,"5","5","5","5","4","4","4","4","4","2","5","5","5","4",0,6,"satisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",589,"2","5","2","1","1","2","1","1","4","5","4","5","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Business travel","Business",3486,"3","3","4","3","4","4","5","4","4","5","3","5","5","4",0,0,"satisfied"
"Female","Loyal Customer",43,"Business travel","Business",2335,"4","4","1","4","2","4","4","2","2","2","2","4","2","4",0,0,"satisfied"
"Male","disloyal Customer",34,"Business travel","Business",369,"1","1","1","4","1","1","1","1","3","4","4","5","4","1",6,1,"neutral or dissatisfied"
"Female","disloyal Customer",21,"Business travel","Business",408,"4","0","4","5","3","4","3","3","5","2","4","5","5","3",0,0,"satisfied"
"Male","Loyal Customer",40,"Business travel","Business",113,"5","5","5","5","1","3","4","4","4","4","5","3","4","1",0,4,"satisfied"
"Female","Loyal Customer",48,"Business travel","Business",3288,"3","1","1","1","3","3","4","3","3","3","3","1","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",65,"Business travel","Eco",196,"1","5","5","5","2","2","2","1","1","1","1","3","1","3",0,12,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Personal Travel","Eco",660,"4","2","4","3","4","4","3","2","2","4","2","3","2","2",4,0,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Business travel","Eco",174,"4","3","3","3","4","4","4","4","4","5","2","5","1","4",4,5,"satisfied"
"Female","Loyal Customer",39,"Business travel","Business",2890,"4","4","4","4","4","4","5","4","4","4","4","3","4","3",0,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",2206,"2","2","2","2","2","5","5","4","4","4","4","3","4","5",36,35,"satisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco",1055,"1","2","1","3","2","1","2","2","2","5","4","4","3","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business travel","Eco Plus",370,"0","0","0","1","5","0","2","5","2","4","3","4","4","5",0,0,"satisfied"
"Male","Loyal Customer",28,"Personal Travel","Eco",550,"2","1","2","3","3","2","3","3","3","2","2","1","2","3",0,10,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business travel","Business",404,"2","4","4","4","1","3","3","2","2","2","2","1","2","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",49,"Business travel","Business",888,"2","2","2","3","5","2","1","5","3","4","4","5","4","5",96,76,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Business",2938,"3","2","2","2","4","2","3","3","3","3","3","1","3","2",24,12,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business travel","Eco Plus",645,"4","1","1","1","4","4","4","4","4","2","3","1","5","4",89,82,"satisfied"
"Female","Loyal Customer",55,"Business travel","Business",187,"0","5","0","1","4","5","4","3","3","3","3","3","3","3",0,8,"satisfied"
"Female","Loyal Customer",30,"Business travel","Business",2882,"4","4","4","4","4","4","4","4","4","3","5","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco",1069,"2","5","2","1","4","2","4","4","2","1","1","5","3","4",58,41,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business travel","Business",1744,"1","1","2","1","4","3","3","3","5","3","4","3","4","3",197,174,"satisfied"
"Female","disloyal Customer",27,"Business travel","Business",601,"1","1","1","1","2","1","2","2","4","3","5","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business travel","Business",296,"1","1","1","1","4","5","4","4","2","2","5","5","1","4",0,0,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",337,"1","1","3","1","3","4","4","4","4","4","4","5","4","3",52,46,"satisfied"
